ID,W8,starttime,endtime,pi1grid21,pi1a21,pi1b21,pi1c21,likelihood,senvote,senvote_other,plaidMotivation,reformMotivation,E_grid,E_grid_1,E_grid_2,E_grid_3,age,profile_gender,profile_socialgrade_cie,profile_education_level,media_source_main,ethnicity_new,profile_religion,profile_work_stat,NSsec_census_15categories,NSsec_census_9categories,profile_gross_household,profile_gross_personal,senedd_vote_2021,pcon_may24,profile_oslaua
565,.602249722,9-Dec-2025 10:20:49.33,9-Dec-2025 10:32:50.44,1,Fairly interested,Very interested,Fairly interested,9,Plaid Cymru,,They are best placed to stop Reform UK,,1,8,8,0 – Not at all,69,Female,C1,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£30,000 to £34,999 per year","£20,000 to £24,999 per year","Yes, I did",Llanelli,Carmarthenshire
566,.35858107,30-Nov-2025 10:46:55.65,30-Nov-2025 10:59:25.45,1,Fairly interested,Fairly interested,Fairly interested,9,Don't know,,,,1,7,4,6,66,Female,B,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Baptist,Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"Yes, I did",Cardiff North,"Rhondda, Cynon, Taff"
567,1.049160818,28-Nov-2025 00:48:57.09,28-Nov-2025 01:00:34.28,1,Fairly interested,Not very interested,Fairly interested,5,Welsh Liberal Democrat,,,,1,10 – Very strongly,9,1,73,Male,E,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"No, I did not",Vale of Glamorgan,The Vale of Glamorgan
568,1.460369905,29-Nov-2025 10:25:28.52,29-Nov-2025 10:36:39.55,1,Fairly interested,Not very interested,Fairly interested,8,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,6,10 – Very strongly,0 – Not at all,73,Male,C2,No formal qualifications,A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£10,000 to £14,999 per year","£10,000 to £14,999 per year","No, I did not",Rhondda and Ogmore,"Rhondda, Cynon, Taff"
569,.7608103939999999,30-Nov-2025 12:10:26.41,30-Nov-2025 12:24:41.56,1,Not very interested,Not at all interested,Not very interested,9,Welsh Conservative,,,,1,9,9,3,77,Female,E,Clerical and commercial,Television,English / Welsh / Scottish / Northern Irish / British,"Yes - Pentecostal (e.g. Assemblies of God, Elim Pentecostal Church, New Testament Church of God, Redeemed Christian Chur",Retired,L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did",Caerphilly,Caerphilly
570,1.813067252,27-Nov-2025 12:02:07.78,27-Nov-2025 12:12:26.17,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,7,7,0 – Not at all,32,Male,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,"£30,000 to £34,999 per year","£15,000 to £19,999 per year","Yes, I did",Pontypridd,"Rhondda, Cynon, Taff"
571,.489646609,7-Dec-2025 13:29:35.80,7-Dec-2025 13:38:40.91,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,8,0 – Not at all,10 – Very strongly,66,Male,C1,City & Guilds certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L10: Lower supervisory occupations,L10 and L11 Lower supervisory and technical occupations,Prefer not to answer,"£20,000 to £24,999 per year","Yes, I did",Llanelli,Carmarthenshire
572,.345991504,5-Dec-2025 17:40:36.26,5-Dec-2025 18:11:50.44,1,Fairly interested,Fairly interested,Fairly interested,9,Don't know,,,,1,5,5,5,71,Female,E,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Ceredigion Preseli,Pembrokeshire
573,.448994729,29-Nov-2025 22:08:30.47,29-Nov-2025 22:18:22.21,1,Fairly interested,Very interested,Very interested,9,Plaid Cymru,,They are best placed to stop Reform UK,,1,9,0 – Not at all,1,64,Male,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (8-29 hours a week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£70,000 to £99,999 per year","£40,000 to £44,999 per year","Yes, I did",Cardiff West,Cardiff
574,.765200435,6-Dec-2025 16:41:59.38,10-Dec-2025 12:23:37.58,1,Not at all interested,Not at all interested,Not at all interested,10 – Absolutely certain to vote,Plaid Cymru,,Don’t know,,1,0 – Not at all,10 – Very strongly,0 – Not at all,53,Male,E,No formal qualifications,None of the above,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,Prefer not to answer,Prefer not to answer,"Yes, I did",Caerfyrddin,Carmarthenshire
575,.463552523,9-Dec-2025 09:47:14.31,9-Dec-2025 10:00:15.60,1,Fairly interested,Fairly interested,Fairly interested,9,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,4,6,77,Female,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L9: Own account workers,L8 and L9 Small employers and own account workers,Prefer not to answer,Prefer not to answer,"No, I did not",Mid and South Pembrokeshire,Pembrokeshire
576,.400271041,24-Nov-2025 16:41:23.97,24-Nov-2025 16:56:24.31,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,2,8,55,Female,E,City & Guilds certificate - advanced,A newspaper's website,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,Prefer not to answer,Prefer not to answer,"No, I did not",Montgomeryshire and Glyndwr,Powys
577,.928701538,26-Nov-2025 20:56:23.50,26-Nov-2025 21:10:04.30,1,Not at all interested,Not at all interested,Not at all interested,10 – Absolutely certain to vote,Don't know,,,,1,10 – Very strongly,10 – Very strongly,5,61,Male,C2,No formal qualifications,Radio,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L11: Lower technical occupations,L10 and L11 Lower supervisory and technical occupations,Don't know,Don't know,"Yes, I did",Monmouthshire,Monmouthshire
578,.696665344,2-Dec-2025 07:59:24.79,2-Dec-2025 08:12:46.03,1,Very interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,10 – Very strongly,0 – Not at all,66,Female,C1,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Methodist,Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£30,000 to £34,999 per year","£25,000 to £29,999 per year","Yes, I did",Dwyfor Meirionnydd,Gwynedd
579,.811902373,5-Dec-2025 17:01:17.47,5-Dec-2025 17:13:39.79,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,0 – Not at all,10 – Very strongly,0 – Not at all,61,Male,A,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (Less than 8 hours a week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£30,000 to £34,999 per year","£25,000 to £29,999 per year","Yes, I did",Ceredigion Preseli,Ceredigion
580,.493850515,27-Nov-2025 08:17:05.80,27-Nov-2025 08:34:51.90,1,Very interested,Very interested,Very interested,10 – Absolutely certain to vote,Welsh Liberal Democrat,,,,1,5,5,2,78,Female,E,University diploma,A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"Yes, I did","Brecon, Radnor and Cwm Tawe",Powys
581,.421642961,24-Nov-2025 16:19:32.27,24-Nov-2025 16:31:53.00,1,Very interested,Very interested,Very interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,0 – Not at all,10 – Very strongly,0 – Not at all,74,Female,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A printed copy of a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£40,000 to £44,999 per year","£20,000 to £24,999 per year","Yes, I did",Mid and South Pembrokeshire,Pembrokeshire
582,1.362315163,29-Nov-2025 20:51:26.18,29-Nov-2025 20:57:44.25,1,Not at all interested,Not at all interested,Not at all interested,1,Would not vote,,,,1,9,0 – Not at all,Don’t know,41,Female,C1,GCE A level or Higher Certificate,A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£70,000 to £99,999 per year","£40,000 to £44,999 per year","No, I did not",Newport West and Islwyn,Newport
583,.862760741,28-Nov-2025 07:51:31.81,28-Nov-2025 08:00:40.12,1,Not very interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Don't know,,,,1,10 – Very strongly,7,0 – Not at all,48,Female,C1,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working full time (30 or more hours per week),L5: Lower managerial and administrative occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£35,000 to £39,999 per year",Prefer not to answer,"Yes, I did",Bridgend,Bridgend
584,.303908214,3-Dec-2025 09:07:02.22,3-Dec-2025 09:20:51.02,1,Very interested,Very interested,Very interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,10 – Very strongly,4,4,71,Female,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£35,000 to £39,999 per year","£10,000 to £14,999 per year","Yes, I did",Clwyd North,Conwy
585,.340164512,25-Nov-2025 15:12:10.11,25-Nov-2025 15:29:34.74,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,Some other reason,,1,3,6,3,65,Female,A,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£35,000 to £39,999 per year","under £5,000 per year","Yes, I did",Caerfyrddin,Carmarthenshire
586,.577760601,29-Nov-2025 11:19:46.45,29-Nov-2025 11:29:24.75,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,0 – Not at all,10 – Very strongly,63,Male,C1,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£15,000 to £19,999 per year","£10,000 to £14,999 per year","Yes, I did",Cardiff North,Cardiff
587,.921610829,2-Dec-2025 21:44:51.87,2-Dec-2025 22:01:03.91,1,Not very interested,Not at all interested,Not very interested,9,Welsh Liberal Democrat,,,,1,9,2,7,74,Male,A,City & Guilds certificate - advanced,A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,Yes - Buddhism,Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£35,000 to £39,999 per year","£25,000 to £29,999 per year","Yes, I did",Gower,Swansea
588,.70668115,26-Nov-2025 09:15:44.39,26-Nov-2025 09:27:03.65,1,Fairly interested,Not at all interested,Fairly interested,0 – Certain NOT to vote,Would not vote,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,64,Male,D,"CSE grade 1, GCE O level, GCSE, School Certificate",A printed copy of a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Other,L13: Routine occupations,L13 Routine occupations,"£15,000 to £19,999 per year","£15,000 to £19,999 per year","Yes, I did",Newport West and Islwyn,Newport
